area_nm,visit_dt,visitor_sum,tourist_type
전북,2022-06-11,931,외국인
전북,2022-07-18,952,외국인
전북,2022-08-30,1584234,내국인
전북,2022-10-09,1952343,내국인
전북,2021-01-26,323,외국인
전북,2021-01-29,368,외국인
전북,2021-05-19,293,외국인
전북,2021-08-22,1647738,내국인
전북,2021-09-16,1678207,내국인
전북,2021-10-15,1686414,내국인
전북,2021-11-20,555,외국인
전북,2022-07-12,1215,외국인
전북,2022-07-16,1204,외국인
전북,2022-07-30,2168919,내국인
전북,2022-10-19,369,외국인
전북,2023-03-23,1718933,내국인
전북,2023-04-05,1515501,내국인
전북,2023-04-16,1845542,내국인
전북,2020-09-30,383,외국인
전북,2020-10-03,351,외국인
전북,2021-01-25,288,외국인
전북,2021-05-08,1955048,내국인
전북,2021-11-04,1683760,내국인
전북,2021-11-13,775,외국인
전북,2021-11-23,1566082,내국인
전북,2021-11-25,537,외국인
전북,2022-05-10,1543809,내국인
전북,2022-09-05,1556731,내국인
전북,2023-02-06,222,외국인
전북,2023-02-27,223,외국인
전북,2023-03-26,1919286,내국인
전북,2023-04-24,752,외국인
전북,2020-12-12,1424812,내국인
전북,2021-03-20,1606130,내국인
전북,2021-09-07,591,외국인
전북,2021-10-01,1657585,내국인
전북,2021-10-13,406,외국인
전북,2022-03-04,571,외국인
전북,2022-03-12,1662065,내국인
전북,2022-04-30,1838887,내국인
전북,2022-05-13,1636761,내국인
전북,2022-08-13,1867235,내국인
전북,2022-08-25,243,외국인
전북,2022-10-06,1697713,내국인
전북,2022-11-22,1694089,내국인
전북,2022-12-07,1606620,내국인
광주,2021-12-07,1251645,내국인
광주,2022-02-04,215,외국인
광주,2022-07-01,520,외국인
광주,2022-10-22,1510314,내국인
광주,2023-03-09,155,외국인
광주,2023-04-09,1325313,내국인
광주,2020-04-29,229,외국인
광주,2020-05-02,1238325,내국인
광주,2020-11-18,1173555,내국인
광주,2020-12-03,311,외국인
광주,2021-01-09,1144809,내국인
광주,2021-03-08,1329486,내국인
광주,2021-05-13,1328783,내국인
광주,2021-06-17,144,외국인
광주,2021-07-15,169,외국인
광주,2022-02-15,223,외국인
광주,2022-04-09,229,외국인
광주,2022-04-17,279,외국인
광주,2022-06-24,1565452,내국인
광주,2022-07-05,1440105,내국인
광주,2022-12-15,1344188,내국인
광주,2022-12-16,113,외국인
광주,2023-01-11,1343715,내국인
광주,2020-05-17,1174188,내국인
광주,2020-09-03,1030356,내국인
광주,2020-10-09,1145295,내국인
광주,2021-04-04,271,외국인
광주,2022-02-01,131,외국인
광주,2022-03-03,291,외국인
광주,2022-05-24,316,외국인
광주,2022-06-03,1141937,내국인
광주,2022-09-04,206,외국인
광주,2022-11-15,115,외국인
광주,2023-01-24,1117598,내국인
광주,2020-05-18,1185688,내국인
광주,2020-05-24,194,외국인
광주,2020-08-05,1132334,내국인
광주,2020-12-30,143,외국인
광주,2021-06-25,132,외국인
광주,2021-08-30,271,외국인
광주,2021-11-16,952,외국인
광주,2022-08-26,142,외국인
광주,2022-11-03,1355298,내국인
광주,2022-11-20,1336741,내국인
광주,2022-11-30,273,외국인
광주,2022-12-25,1294489,내국인
광주,2023-02-04,1422424,내국인
광주,2020-11-20,297,외국인
광주,2021-01-03,114,외국인
광주,2021-01-17,86,외국인
광주,2021-02-20,154,외국인
광주,2021-03-12,247,외국인
광주,2022-03-23,139,외국인
광주,2022-03-31,167,외국인
광주,2023-01-18,98,외국인
광주,2023-03-25,126,외국인
광주,2020-05-31,1171276,내국인
광주,2020-06-06,1211075,내국인
광주,2020-11-06,560,외국인
광주,2020-11-11,504,외국인
광주,2020-12-10,1132042,내국인
광주,2020-12-30,1058209,내국인
광주,2021-09-20,215,외국인
광주,2021-11-28,1421935,내국인
광주,2022-01-03,189,외국인
광주,2022-02-07,186,외국인
광주,2022-05-09,275,외국인
광주,2022-07-21,486,외국인
광주,2022-07-28,432,외국인
광주,2022-10-02,143,외국인
광주,2022-11-04,130,외국인
광주,2023-02-16,93,외국인
광주,2023-03-19,1379551,내국인
광주,2020-08-05,149,외국인
광주,2020-09-03,232,외국인
광주,2020-10-01,1068497,내국인
광주,2020-11-01,473,외국인
광주,2020-11-13,237,외국인
광주,2021-01-21,1236457,내국인
광주,2021-09-03,399,외국인
광주,2021-12-08,1269559,내국인
광주,2022-03-10,239,외국인
광주,2022-05-17,1298367,내국인
광주,2022-07-16,1582335,내국인
광주,2022-07-17,450,외국인
광주,2022-08-22,105,외국인
광주,2022-10-23,132,외국인
광주,2023-04-18,1283972,내국인
광주,2020-08-04,161,외국인
광주,2020-09-22,1202398,내국인
광주,2020-11-14,1254328,내국인
광주,2020-12-05,1159636,내국인
광주,2021-01-13,133,외국인
광주,2021-04-19,140,외국인
광주,2021-06-15,1327088,내국인
광주,2021-10-19,1544423,내국인
광주,2021-10-28,1683938,내국인
광주,2021-11-26,1563402,내국인
광주,2021-12-11,1392291,내국인
광주,2022-02-22,1275340,내국인
광주,2022-06-30,509,외국인
광주,2022-07-14,1470363,내국인
광주,2022-12-26,156,외국인
광주,2023-03-02,1374160,내국인
광주,2023-04-20,350,외국인
광주,2023-04-29,382,외국인
광주,2020-05-29,1297808,내국인
광주,2020-06-29,1168664,내국인
광주,2020-09-08,1072084,내국인
광주,2020-11-30,264,외국인
광주,2021-03-17,1385676,내국인
광주,2021-05-08,119,외국인
광주,2021-05-12,131,외국인
광주,2021-06-04,1390092,내국인
광주,2021-07-17,1403333,내국인
광주,2022-02-01,1196442,내국인
광주,2022-05-18,1245269,내국인
광주,2022-05-24,1214366,내국인
광주,2023-01-29,1286588,내국인
광주,2023-03-12,1274630,내국인
광주,2023-04-05,561,외국인
광주,2023-04-12,395,외국인
광주,2020-08-28,1089758,내국인
광주,2020-11-03,550,외국인
광주,2021-01-29,127,외국인
광주,2021-05-10,127,외국인
광주,2021-05-14,1403899,내국인
광주,2021-08-22,1231747,내국인
광주,2021-09-16,1446744,내국인
광주,2021-09-30,259,외국인
광주,2021-10-15,1572426,내국인
광주,2022-03-22,1330262,내국인
광주,2022-04-06,286,외국인
광주,2022-07-16,428,외국인
광주,2022-08-16,1198416,내국인
광주,2022-09-15,171,외국인
광주,2022-10-19,157,외국인
광주,2022-10-27,165,외국인
전남,2021-11-25,1665260,내국인
전남,2021-12-08,1587013,내국인
전남,2022-05-25,1535311,내국인
전남,2022-07-17,3140,외국인
전남,2022-08-20,1698924,내국인
전남,2022-12-21,262,외국인
전남,2023-03-13,1747553,내국인
전남,2023-04-18,1704365,내국인
전남,2020-05-30,1728698,내국인
전남,2020-06-25,1467046,내국인
전남,2020-08-30,1319967,내국인
전남,2020-10-07,1405988,내국인
전남,2020-12-01,1341567,내국인
전남,2021-01-21,1223,외국인
전남,2021-02-01,1465,외국인
전남,2021-10-20,1883,외국인
전남,2022-03-06,1860,외국인
전남,2020-08-19,1661,외국인
전남,2020-10-31,1727955,내국인
전남,2020-11-19,1313110,내국인
전남,2021-01-13,1396398,내국인
전남,2021-04-01,1502676,내국인
전남,2021-06-21,1656310,내국인
전남,2021-07-09,1631535,내국인
전남,2021-07-10,1781990,내국인
전남,2021-07-26,1651404,내국인
전남,2021-09-10,1701073,내국인
전남,2021-12-13,1538246,내국인
전남,2021-12-19,1549364,내국인
전남,2022-03-13,1414668,내국인
전남,2020-05-29,1558386,내국인
전남,2020-08-02,1297,외국인
전남,2020-08-30,1471,외국인
전남,2021-02-22,1425,외국인
전남,2021-03-17,1620735,내국인
전남,2021-05-12,1352,외국인
전남,2021-07-17,1803800,내국인
전남,2022-03-31,1666,외국인
전남,2020-06-30,1384355,내국인
전남,2020-09-11,1412,외국인
전남,2020-11-07,1678018,내국인
전남,2021-01-19,1248,외국인
전남,2021-01-26,1182,외국인
전남,2021-08-02,1408,외국인
전남,2021-08-22,1680671,내국인
전남,2020-11-11,1556,외국인
전남,2020-11-28,1450838,내국인
전남,2021-01-15,1463795,내국인
전남,2020-05-22,1815,외국인
전남,2020-06-20,1693842,내국인
전남,2020-09-26,1778,외국인
전남,2020-10-20,1524532,내국인
전남,2021-03-25,1688332,내국인
전남,2021-04-26,1195,외국인
전남,2021-08-05,1531,외국인
전남,2022-01-10,2046,외국인
전남,2022-04-13,1850,외국인
전남,2022-04-23,1938529,내국인
전남,2022-09-02,1777639,내국인
전남,2022-09-12,1854734,내국인
전남,2022-10-05,1706912,내국인
전남,2023-01-12,242,외국인
전남,2023-03-05,1841016,내국인
전남,2020-09-18,1527350,내국인
전남,2020-10-23,1584186,내국인
전남,2021-01-22,1149,외국인
전남,2021-01-30,1230,외국인
전남,2021-03-06,1255,외국인
전남,2020-09-30,1186,외국인
전남,2020-10-01,1374,외국인
전남,2020-10-10,1321,외국인
전남,2021-01-03,1276466,내국인
전남,2020-05-12,1153,외국인
전남,2020-08-16,1458,외국인
전남,2020-09-17,1386637,내국인
전남,2020-09-25,1569131,내국인
전남,2020-11-17,1578,외국인
전남,2020-12-13,1580,외국인
전남,2021-01-10,1187216,내국인
전남,2021-03-16,1595018,내국인
전남,2021-05-21,1665605,내국인
전남,2021-06-11,1628986,내국인
전남,2021-06-28,1646174,내국인
전남,2021-08-16,1474,외국인
전남,2021-11-02,1619145,내국인
전남,2021-12-23,1608497,내국인
전남,2022-04-07,1595958,내국인
전남,2022-08-28,249,외국인
전남,2022-09-25,298,외국인
전남,2022-11-17,303,외국인
전남,2022-12-14,1592248,내국인
전남,2023-01-06,267,외국인
전남,2023-03-09,1751159,내국인
전남,2020-09-20,1554,외국인
전남,2021-08-25,2098,외국인
전남,2021-08-29,1641755,내국인
전남,2021-09-01,1521733,내국인
전남,2021-11-18,2178,외국인
전남,2022-04-25,1909,외국인
전남,2020-06-15,1447289,내국인
전남,2020-07-15,1422652,내국인
전남,2020-07-26,1635627,내국인
전남,2020-08-13,1543352,내국인
전남,2020-09-23,1612,외국인
전남,2020-09-28,1624,외국인
전남,2020-12-03,1730,외국인
전남,2020-12-27,1275716,내국인
전남,2021-02-28,1525,외국인
전남,2021-08-26,1871,외국인
전남,2021-12-25,2036,외국인
전남,2022-03-17,1853,외국인
전남,2022-05-08,1996674,내국인
전남,2022-07-13,2443,외국인
전남,2022-10-07,1831450,내국인
전남,2022-11-26,361,외국인
전남,2020-05-01,1961582,내국인
전남,2020-06-16,1341,외국인
전남,2020-08-18,1275,외국인
전남,2020-08-24,1281,외국인
전남,2020-09-24,1547473,내국인
전남,2020-10-18,1346,외국인
전남,2020-12-18,1863,외국인
전남,2021-02-27,1742399,내국인
전남,2021-04-04,1536275,내국인
전남,2021-05-01,1748110,내국인
전남,2020-05-26,1471718,내국인
전남,2020-07-24,1161,외국인
전남,2020-11-12,1545,외국인
전남,2020-11-21,1485,외국인
전남,2020-06-19,1530257,내국인
전남,2020-09-27,1563973,내국인
전남,2021-02-15,975,외국인
전남,2021-04-12,1066,외국인
전남,2021-04-26,1558032,내국인
전남,2021-05-16,1431545,내국인
전남,2021-08-10,1631680,내국인
전남,2021-09-22,1494,외국인
전남,2021-12-05,2014,외국인
전남,2021-12-22,2097,외국인
전남,2022-03-20,1888,외국인
전남,2022-08-03,2702,외국인
전남,2022-11-19,2063178,내국인
전남,2022-12-09,1770385,내국인
전남,2023-01-12,1676558,내국인
전남,2020-05-22,1542739,내국인
전남,2020-08-31,1488,외국인
전남,2020-10-04,1395758,내국인
전남,2020-10-26,1559,외국인
전남,2020-11-24,1412467,내국인
전남,2021-02-02,1198,외국인
전남,2020-06-03,1418453,내국인
전남,2020-06-07,1612347,내국인
전남,2020-07-13,1383,외국인
전남,2020-11-27,1410,외국인
전남,2020-12-22,1419767,내국인
전남,2021-02-14,803,외국인
전남,2021-05-08,1980149,내국인
전남,2021-07-11,1687,외국인
전남,2021-09-20,2454983,내국인
전남,2021-10-23,1939036,내국인
전남,2022-01-03,1472716,내국인
전남,2022-02-07,1450524,내국인
전남,2022-02-18,2011,외국인
전남,2022-03-21,2092,외국인
전남,2022-05-09,1564207,내국인
전남,2022-10-02,2210532,내국인
전남,2022-10-03,1912283,내국인
전남,2022-11-04,1834346,내국인
전남,2022-11-21,340,외국인
전남,2022-12-17,1695812,내국인
전남,2022-12-23,250,외국인
전남,2023-04-12,1741651,내국인
전남,2020-06-04,1443994,내국인
전남,2020-06-24,1530,외국인
전남,2020-09-30,1862802,내국인
전남,2020-10-03,1748862,내국인
전남,2020-10-05,1359022,내국인
전남,2020-11-26,1477,외국인
전남,2020-12-02,1523,외국인
전남,2020-05-17,1580926,내국인
전남,2020-05-18,1378008,내국인
전남,2020-08-05,1578267,내국인
전남,2020-12-30,1459,외국인
전남,2020-08-03,1727117,내국인
전남,2020-06-11,1276,외국인
전남,2020-10-21,1454503,내국인
전남,2021-01-27,1373,외국인
전남,2021-04-20,1563509,내국인
전남,2021-04-23,1258,외국인
전남,2021-05-07,1713360,내국인
전남,2021-07-02,1666141,내국인
전남,2021-07-16,1672010,내국인
전남,2021-07-25,2553,외국인
전남,2021-10-29,2083,외국인
전남,2021-12-07,1769,외국인
전남,2022-04-28,1649359,내국인
전남,2022-06-26,1962236,내국인
전남,2022-08-06,1911928,내국인
전남,2022-10-01,300,외국인
전남,2020-10-19,1462245,내국인
전남,2021-02-13,1887047,내국인
전남,2021-03-11,1208,외국인
전남,2021-03-24,1648183,내국인
전남,2021-04-09,1337,외국인
전남,2021-09-04,1810899,내국인
전남,2020-06-17,1456131,내국인
전남,2020-07-20,1417544,내국인
전남,2020-08-28,1680,외국인
전남,2020-09-11,1393107,내국인
전남,2021-04-27,1557320,내국인
전남,2022-03-29,1909,외국인
전남,2022-06-25,2893,외국인
전남,2022-07-30,3057,외국인
전남,2022-08-25,1648162,내국인
전남,2022-12-29,1724576,내국인
전남,2023-01-30,1635885,내국인
전남,2023-03-27,252,외국인
전남,2020-07-04,1568529,내국인
전남,2020-09-19,1634998,내국인
전남,2020-10-15,1459816,내국인
전남,2020-12-04,1444,외국인
전남,2021-03-18,1159,외국인
전남,2021-04-10,1887355,내국인
전남,2021-04-17,1235,외국인
전남,2021-05-09,1822992,내국인
전남,2021-08-13,1390,외국인
전남,2021-09-15,1632,외국인
전남,2021-10-21,2046,외국인
전남,2022-02-24,1564226,내국인
전남,2022-06-02,1874,외국인
전남,2022-08-12,1728790,내국인
전남,2022-08-14,267,외국인
전남,2022-08-28,1817808,내국인
전남,2022-11-19,284,외국인
전남,2023-02-03,216,외국인
전남,2023-02-17,1683044,내국인
전남,2020-06-18,1324788,내국인
전남,2020-07-01,1307,외국인
전남,2020-08-04,1489,외국인
전남,2020-08-29,1403,외국인
전남,2020-11-16,1675,외국인
전남,2020-08-06,1288,외국인
전남,2020-08-07,1453437,내국인
전남,2021-03-10,1158,외국인
전남,2021-03-31,1308,외국인
전남,2021-04-15,1555560,내국인
전남,2021-04-18,1326,외국인
전남,2021-05-22,1876685,내국인
전남,2021-08-19,1625129,내국인
전남,2022-01-01,1484,외국인
전남,2022-03-15,1629140,내국인
전남,2022-04-16,2308,외국인
전남,2022-04-22,1753983,내국인
전남,2022-04-26,1829,외국인
전남,2020-07-05,1442,외국인
전남,2020-08-26,394,외국인
전남,2020-11-06,1526626,내국인
전남,2020-11-29,1474,외국인
전남,2021-01-13,1111,외국인
전남,2021-11-21,2165,외국인
전남,2022-01-23,1802,외국인
전남,2022-02-06,1336076,내국인
전남,2022-02-13,1526020,내국인
전남,2020-05-05,1581177,내국인
전남,2020-05-21,1741,외국인
전남,2020-06-06,1444,외국인
전남,2020-07-20,1599,외국인
전남,2020-12-14,1303361,내국인
전남,2021-05-25,1597715,내국인
전남,2021-06-29,1383,외국인
전남,2021-08-20,1699818,내국인
전남,2021-09-03,1667990,내국인
전남,2021-10-02,1662,외국인
전남,2021-10-05,1607864,내국인
전남,2021-10-07,1876,외국인
전남,2021-12-28,1593081,내국인
전남,2022-03-19,1979,외국인
전남,2020-10-27,1968,외국인
전남,2020-11-01,1462394,내국인
전남,2020-12-15,1318748,내국인
전남,2020-12-26,1292,외국인
전남,2021-02-05,1154,외국인
전남,2021-07-18,2043,외국인
전남,2021-08-07,1824163,내국인
전남,2021-11-09,1594,외국인
전남,2021-11-28,2306,외국인
전남,2020-07-07,1382214,내국인
전남,2020-09-25,1592,외국인
전남,2020-12-03,1373468,내국인
전남,2021-01-10,1338,외국인
전남,2021-03-19,1323,외국인
전남,2021-12-10,2215,외국인
전남,2021-12-23,2121,외국인
전남,2022-02-15,1504400,내국인
전남,2022-04-07,1983,외국인
전남,2022-04-09,1991716,내국인
전남,2022-05-12,2037,외국인
전남,2022-12-02,1740836,내국인
전남,2022-12-04,314,외국인
전남,2020-11-05,1460775,내국인
전남,2020-11-09,1443782,내국인
전남,2021-03-25,1507,외국인
전남,2021-06-30,1605,외국인
전남,2021-07-19,1810,외국인
전남,2021-08-20,1496,외국인
전남,2022-01-31,1780,외국인
전남,2022-02-16,1435803,내국인
전남,2022-04-03,1926063,내국인
전남,2022-05-26,1555304,내국인
전남,2022-05-29,1692249,내국인
전남,2022-06-19,1714524,내국인
전남,2020-08-31,1326806,내국인
전남,2020-09-09,1395774,내국인
전남,2020-10-25,1818651,내국인
전남,2020-10-26,1482377,내국인
전남,2020-11-13,1533647,내국인
전남,2021-01-23,1386020,내국인
전남,2021-02-16,1429278,내국인
전남,2021-05-27,1595516,내국인
전북,2020-05-29,1546812,내국인
전북,2020-06-29,1392569,내국인
전북,2020-08-30,455,외국인
전북,2020-11-30,503,외국인
전북,2021-01-04,1313391,내국인
전북,2021-05-05,1724166,내국인
전북,2021-05-12,377,외국인
전북,2022-03-31,404,외국인
전북,2022-04-22,545,외국인
전북,2022-11-14,338,외국인
전북,2023-02-02,258,외국인
전북,2023-03-12,1647538,내국인
전북,2023-03-25,288,외국인
전북,2020-06-17,352,외국인
전북,2020-06-23,363,외국인
전북,2020-10-24,416,외국인
전북,2020-12-09,498,외국인
전북,2021-03-30,455,외국인
전북,2021-06-13,378,외국인
전북,2021-07-03,1687578,내국인
전북,2021-10-02,528,외국인
전북,2021-10-07,521,외국인
전북,2021-11-08,1545259,내국인
전북,2022-11-12,338,외국인
전북,2022-11-15,351,외국인
전북,2020-06-10,1419889,내국인
전북,2020-07-02,1468937,내국인
전북,2020-09-15,438,외국인
전북,2020-11-11,1481754,내국인
전북,2020-05-02,347,외국인
전북,2020-07-27,397,외국인
전북,2020-08-17,380,외국인
전북,2020-11-03,1437307,내국인
전북,2021-03-28,1570836,내국인
전북,2021-05-31,326,외국인
전북,2022-03-12,517,외국인
전북,2022-03-13,1379496,내국인
전북,2022-05-06,687,외국인
전북,2022-05-15,1717604,내국인
전북,2020-05-30,1686528,내국인
전북,2020-06-19,402,외국인
전북,2020-06-25,1479408,내국인
전북,2020-09-27,359,외국인
전북,2020-10-07,1383557,내국인
전북,2020-05-26,1453049,내국인
전북,2020-11-12,429,외국인
전북,2021-01-07,239,외국인
전북,2021-03-04,341,외국인
전북,2021-06-16,381,외국인
전북,2020-05-07,301,외국인
전북,2020-06-07,1534022,내국인
전북,2020-08-08,1371631,내국인
전북,2020-12-18,1356444,내국인
전북,2021-07-27,536,외국인
전북,2021-08-12,548,외국인
전북,2020-06-18,365,외국인
전북,2020-09-01,485,외국인
전북,2020-09-04,483,외국인
전북,2021-02-18,1404129,내국인
제주,2020-05-11,542,외국인
제주,2020-12-01,730,외국인
강원,2021-03-04,1449848,모든
강원,2022-11-16,1708800,모든
강원,2023-03-30,1790782,모든
강원,2022-04-05,1482979,모든
강원,2023-01-31,1622578,모든
강원,2021-08-19,1768281,모든
강원,2020-08-01,2377969,모든
강원,2022-10-31,1782151,모든
강원,2021-10-10,2330232,모든
강원,2021-02-21,1668541,모든
강원,2022-04-08,1666623,모든
강원,2022-10-15,2254366,모든
강원,2022-07-07,1708645,모든
강원,2023-01-13,1646380,모든
강원,2021-05-30,1932431,모든
강원,2022-10-09,2392098,모든
강원,2022-01-16,1740765,모든
강원,2022-12-23,1675522,모든
강원,2021-03-31,1600434,모든
강원,2020-10-16,1757483,모든
강원,2021-09-05,1926930,모든
강원,2021-01-19,1336371,모든
강원,2022-11-08,1699740,모든
강원,2021-06-09,1628531,모든
강원,2021-03-23,1543787,모든
강원,2021-04-07,1546534,모든
강원,2022-02-01,1922421,모든
강원,2022-06-27,1707248,모든
강원,2022-05-01,1974075,모든
강원,2022-06-25,2220378,모든
강원,2020-08-18,1885086,모든
강원,2020-10-18,1995847,모든
강원,2021-08-05,1928835,모든
강원,2022-03-07,1462723,모든
강원,2023-02-14,1637909,모든
강원,2021-01-08,1262282,모든
강원,2023-01-04,1570514,모든
강원,2022-06-10,1863827,모든
강원,2022-08-04,2162448,모든
강원,2020-07-11,2126101,모든
강원,2020-06-13,1922683,모든
강원,2021-06-06,1927300,모든
강원,2022-05-21,2226543,모든
강원,2020-08-11,1642305,모든
강원,2022-05-07,2379375,모든
강원,2022-11-06,1984424,모든
강원,2021-06-13,1951087,모든
강원,2022-08-01,2396850,모든
강원,2020-12-03,1434961,모든
강원,2021-08-24,1659567,모든
강원,2022-10-03,1909707,모든
강원,2021-03-07,1532145,모든
강원,2021-02-23,1520455,모든
강원,2021-10-31,2115630,모든
강원,2022-07-12,1755416,모든
강원,2021-11-05,1832489,모든
강원,2020-08-16,2625600,모든
강원,2023-02-28,1864264,모든
강원,2020-12-02,1413133,모든
강원,2022-05-11,1687311,모든
강원,2022-08-14,2597768,모든
강원,2021-06-25,1905736,모든
강원,2023-02-05,1830551,모든
강원,2021-01-25,1463368,모든
강원,2020-11-12,1582176,모든
강원,2022-06-12,2061800,모든
강원,2021-11-03,1666221,모든
강원,2020-07-15,1708437,모든
강원,2021-07-10,2047230,모든
강원,2022-12-28,1687550,모든
강원,2020-12-23,1457744,모든
강원,2022-09-06,1505098,모든
강원,2022-11-20,1953853,모든
강원,2020-12-05,1667630,모든
강원,2021-01-03,1259911,모든
강원,2021-08-20,1898151,모든
강원,2021-12-26,1664151,모든
강원,2021-05-31,1637155,모든
강원,2020-09-05,1787447,모든
강원,2022-06-20,1773154,모든
강원,2021-04-12,1514552,모든
강원,2022-04-26,1660585,모든
강원,2023-02-02,1569699,모든
강원,2023-03-28,1741186,모든
강원,2023-03-27,1761369,모든
강원,2021-11-15,1652935,모든
강원,2021-07-15,1741137,모든
강원,2021-04-06,1562535,모든
강원,2023-04-25,1638904,모든
강원,2020-07-26,2016080,모든
강원,2022-02-27,1805627,모든
강원,2020-12-12,1679708,모든
강원,2022-11-03,1673707,모든
강원,2020-10-23,1833017,모든
강원,2021-12-10,1691160,모든
강원,2021-12-20,1615819,모든
강원,2022-03-05,1595561,모든
강원,2022-12-07,1559265,모든
강원,2022-12-16,1679654,모든
강원,2021-05-04,1668606,모든
강원,2022-09-12,1983857,모든
강원,2020-07-02,1597392,모든
강원,2022-04-29,1811328,모든
강원,2021-07-17,2152043,모든
강원,2022-05-27,1890546,모든
강원,2023-01-08,1813746,모든
강원,2021-05-18,1734058,모든
강원,2022-03-23,1561849,모든
강원,2021-01-16,1549088,모든
강원,2021-03-15,1541482,모든
강원,2020-05-09,1506981,모든
강원,2020-06-10,1516275,모든
강원,2023-03-31,1923385,모든
강원,2022-04-17,1923000,모든
강원,2023-03-29,1758828,모든
강원,2020-11-09,1581805,모든
강원,2021-02-11,1754102,모든
강원,2021-10-25,1820297,모든
강원,2023-02-11,2013328,모든
강원,2022-02-11,1596646,모든
강원,2021-01-02,1498719,모든
강원,2022-08-13,2576358,모든
강원,2021-10-19,1698035,모든
강원,2022-05-26,1737061,모든
강원,2020-10-19,1693936,모든
강원,2022-01-31,2166935,모든
강원,2022-12-26,1711658,모든
강원,2022-10-27,1845970,모든
강원,2022-01-12,1507861,모든
강원,2022-08-12,2153275,모든
강원,2022-09-29,1810796,모든
강원,2021-10-05,1601497,모든
강원,2022-07-31,2685970,모든
강원,2021-04-27,1593583,모든
강원,2020-07-01,1508796,모든
강원,2022-08-06,2422357,모든
강원,2023-03-16,1700140,모든
강원,2020-10-22,1687679,모든
강원,2021-06-05,2057517,모든
강원,2022-01-15,1848415,모든
강원,2021-06-10,1635847,모든
강원,2023-04-03,1591017,모든
강원,2020-11-24,1490194,모든
강원,2021-06-24,1746675,모든
강원,2021-05-05,1781313,모든
강원,2020-09-21,1609252,모든
강원,2020-05-07,1443269,모든
강원,2021-06-08,1610133,모든
강원,2020-05-05,1572002,모든
강원,2021-09-07,1546396,모든
강원,2022-09-07,1687710,모든
강원,2022-01-11,1509032,모든
강원,2022-11-14,1714754,모든
강원,2021-02-24,1526647,모든
강원,2020-11-08,1849320,모든
강원,2022-06-29,1618935,모든
강원,2022-03-09,1475500,모든
강원,2020-11-04,1548149,모든
강원,2020-09-10,1566903,모든
강원,2020-12-17,1415650,모든
강원,2020-05-16,1681881,모든
강원,2022-07-08,1880139,모든
강원,2022-09-30,1950412,모든
강원,2020-07-18,2289190,모든
강원,2020-10-31,2090100,모든
강원,2022-02-23,1500874,모든
강원,2020-08-13,1834018,모든
강원,2023-01-24,1706585,모든
강원,2020-11-11,1568761,모든
강원,2021-10-28,1786490,모든
강원,2023-03-10,1799489,모든
경기,2022-10-30,13740828,모든
경기,2023-04-10,12113823,모든
경기,2021-11-19,12557156,모든
경기,2022-10-05,12478867,모든
경기,2022-11-18,13618093,모든
경기,2021-09-28,11963713,모든
경기,2022-09-06,12365336,모든
경기,2022-09-13,12486022,모든
경기,2023-04-19,12811258,모든
경기,2021-08-12,11303146,모든
경기,2022-06-12,12902752,모든
경기,2022-09-02,13420393,모든
경기,2022-01-10,10883222,모든
경기,2023-01-26,11191043,모든
경기,2022-11-26,13877574,모든
경기,2023-02-20,12387890,모든
경남,2020-07-31,2990981,모든
경남,2023-02-21,2892806,모든
경남,2023-04-19,2817942,모든
경남,2023-01-04,2719812,모든
경남,2021-11-06,3208629,모든
경남,2021-02-12,3211120,모든
경남,2020-05-24,2870483,모든
경남,2021-01-29,2499907,모든
경남,2021-11-15,2740353,모든
경남,2022-12-03,3060024,모든
경남,2023-04-24,2836222,모든
경남,2023-01-12,2851638,모든
경남,2023-03-17,3083253,모든
경남,2022-04-03,3126043,모든
경남,2022-11-28,2840301,모든
경남,2021-09-15,2851141,모든
경남,2022-05-14,3308476,모든
경남,2022-11-20,3116803,모든
경남,2022-01-31,3202838,모든
경남,2022-04-28,2822954,모든
경남,2021-06-01,2655755,모든
경남,2021-05-31,2716620,모든
경남,2022-10-23,3337884,모든
경남,2021-08-08,2547729,모든
경남,2021-04-12,2420331,모든
경남,2021-12-14,2627787,모든
경남,2021-03-08,2643311,모든
경남,2022-06-23,2877902,모든
경남,2020-05-27,2700978,모든
경남,2022-09-25,3197521,모든
경남,2020-10-25,3017221,모든
경남,2021-05-15,2774687,모든
경남,2020-07-09,2584765,모든
경남,2021-02-25,2619559,모든
경남,2021-12-10,2802437,모든
경남,2021-12-07,2633530,모든
경남,2023-02-06,2756725,모든
경남,2021-04-08,2566815,모든
경남,2021-05-29,3119188,모든
경남,2021-11-09,2700021,모든
경남,2021-02-15,2512929,모든
경남,2023-04-01,3507783,모든
경남,2021-03-31,2829990,모든
경남,2022-04-24,3067911,모든
경남,2021-06-19,3138277,모든
경남,2023-03-14,2952559,모든
경남,2022-12-11,2934617,모든
경남,2021-04-14,2577012,모든
경남,2022-12-21,2693710,모든
경남,2022-12-02,2868906,모든
경남,2020-10-03,3046755,모든
경남,2021-07-20,2713101,모든
경남,2021-11-23,2715803,모든
경남,2022-08-19,2996715,모든
경남,2023-04-07,2993022,모든
경남,2021-03-21,2813291,모든
경남,2022-05-30,2868729,모든
경남,2022-08-06,3199721,모든
경남,2021-06-13,2847717,모든
경남,2021-10-17,2920141,모든
경남,2022-08-03,3003642,모든
경남,2023-01-01,2978966,모든
경남,2022-09-03,2959136,모든
