area_nm,visit_dt,visitor_sum,tourist_type
강원,2022-04-03,1718075,내국인
강원,2022-05-23,1749485,내국인
강원,2022-08-20,2219574,내국인
강원,2023-01-03,862,외국인
강원,2023-02-15,1576847,내국인
강원,2020-07-23,274,외국인
강원,2020-08-27,385,외국인
강원,2020-10-04,305,외국인
강원,2020-11-06,1720222,내국인
강원,2020-11-11,1568515,내국인
강원,2020-11-24,385,외국인
강원,2020-11-29,317,외국인
강원,2021-07-14,1728734,내국인
강원,2021-08-14,366,외국인
강원,2021-09-20,2535850,내국인
강원,2021-12-04,509,외국인
강원,2021-12-06,1604151,내국인
강원,2022-01-03,1471714,내국인
강원,2022-01-19,358,외국인
강원,2022-02-07,1450715,내국인
강원,2022-07-21,1868230,내국인
강원,2022-07-28,2160744,내국인
강원,2022-08-20,457,외국인
강원,2022-10-02,2455154,내국인
강원,2023-02-16,1511800,내국인
강원,2020-04-29,1550293,내국인
강원,2021-02-04,1322805,내국인
강원,2021-06-17,1680478,내국인
강원,2021-07-06,248,외국인
강원,2021-07-15,1740820,내국인
강원,2021-09-07,1546108,내국인
강원,2021-09-16,584,외국인
강원,2021-10-15,496,외국인
강원,2021-10-31,2115306,내국인
강원,2022-02-15,1457834,내국인
강원,2022-03-04,1551552,내국인
강원,2022-04-17,1922582,내국인
강원,2022-11-01,1668321,내국인
강원,2022-11-14,827,외국인
강원,2022-12-16,1678400,내국인
강원,2023-03-23,608,외국인
강원,2023-03-25,542,외국인
강원,2020-05-02,342,외국인
강원,2020-10-02,2451081,내국인
강원,2020-12-17,1415395,내국인
강원,2020-12-29,1445785,내국인
강원,2021-01-09,260,외국인
강원,2022-01-11,1508802,내국인
강원,2022-02-26,310,외국인
강원,2022-05-15,2070797,내국인
강원,2022-06-24,1555,외국인
강원,2022-07-05,1483,외국인
강원,2022-08-11,1854850,내국인
강원,2022-09-17,2024835,내국인
강원,2022-10-31,1780962,내국인
강원,2022-12-15,1194,외국인
강원,2023-01-11,567,외국인
강원,2023-01-15,1579792,내국인
강원,2020-06-23,1594384,내국인
강원,2020-08-09,1714910,내국인
강원,2020-10-21,358,외국인
강원,2020-10-24,2153422,내국인
강원,2020-10-29,1677658,내국인
강원,2021-05-07,182,외국인
서울,2021-01-03,2567,외국인
서울,2021-01-17,2224,외국인
서울,2021-06-08,3592,외국인
서울,2021-08-25,10445482,내국인
서울,2021-09-28,5012,외국인
서울,2021-12-21,5877,외국인
서울,2022-01-03,4402,외국인
서울,2022-01-04,4580,외국인
서울,2022-02-07,3857,외국인
서울,2022-03-23,4868,외국인
서울,2022-10-26,15043,외국인
서울,2022-11-26,12184392,내국인
서울,2023-03-03,11834854,내국인
서울,2020-08-14,10751471,내국인
서울,2020-09-17,5439,외국인
서울,2020-12-21,8476861,내국인
서울,2021-01-10,2090,외국인
서울,2021-03-19,3424,외국인
서울,2021-05-15,2865,외국인
서울,2021-06-20,3675,외국인
서울,2021-08-11,9832891,내국인
서울,2021-11-02,12333,외국인
서울,2021-12-10,6592,외국인
서울,2022-01-09,8653589,내국인
서울,2022-04-07,6883,외국인
서울,2022-04-25,11074790,내국인
서울,2022-06-12,21076,외국인
서울,2022-06-18,12053093,내국인
서울,2022-09-16,12377461,내국인
서울,2022-10-08,12688808,내국인
서울,2022-12-02,11513625,내국인
서울,2023-01-01,9208598,내국인
서울,2020-07-06,5101,외국인
서울,2020-07-22,5840,외국인
서울,2020-07-24,6505,외국인
서울,2020-09-07,7817339,내국인
서울,2020-09-15,9967193,내국인
서울,2020-12-19,4296,외국인
서울,2021-01-22,2486,외국인
서울,2021-01-30,2359,외국인
서울,2021-06-03,3447,외국인
서울,2021-06-09,10740239,내국인
서울,2021-06-11,11064545,내국인
서울,2021-10-24,9498617,내국인
서울,2022-02-17,9906852,내국인
서울,2022-04-10,7207,외국인
서울,2022-05-07,11559796,내국인
서울,2022-09-28,11931,외국인
서울,2022-10-15,15191,외국인
서울,2023-03-09,11613341,내국인
서울,2020-06-08,9710350,내국인
서울,2020-10-06,9713944,내국인
서울,2021-06-30,11190203,내국인
서울,2021-07-08,4361,외국인
서울,2021-07-19,9471544,내국인
서울,2021-10-01,10598019,내국인
서울,2022-01-27,4023,외국인
서울,2022-01-31,7894857,내국인
서울,2022-08-18,11643298,내국인
서울,2023-01-24,8034655,내국인
서울,2023-02-10,10106,외국인
서울,2023-04-07,39916,외국인
서울,2020-11-14,3638,외국인
서울,2020-11-27,9871527,내국인
서울,2020-12-23,4327,외국인
서울,2021-02-11,7777810,내국인
서울,2021-02-14,7549776,내국인
서울,2021-02-23,3143,외국인
서울,2021-04-05,9571995,내국인
서울,2021-04-09,10441770,내국인
서울,2021-05-24,10507330,내국인
서울,2021-06-15,3922,외국인
서울,2021-07-01,10346973,내국인
서울,2021-09-24,5126,외국인
서울,2021-10-28,8964,외국인
서울,2021-11-30,10383808,내국인
서울,2022-02-11,6087,외국인
서울,2022-02-14,9843242,내국인
서울,2022-03-07,9997658,내국인
서울,2022-03-18,10642283,내국인
서울,2022-04-18,8223,외국인
서울,2022-04-27,10198,외국인
서울,2022-05-05,10859247,내국인
서울,2022-08-05,11390593,내국인
서울,2022-11-17,11839843,내국인
서울,2022-12-23,11798893,내국인
서울,2023-02-08,10182,외국인
서울,2020-07-13,9388731,내국인
서울,2020-08-13,4398,외국인
서울,2020-12-27,3346,외국인
서울,2021-03-08,3441,외국인
서울,2021-04-24,2789,외국인
서울,2021-07-11,8247763,내국인
서울,2021-08-29,5206,외국인
서울,2021-09-01,5826,외국인
서울,2021-12-03,10641043,내국인
서울,2021-12-04,10604206,내국인
서울,2022-01-11,10011315,내국인
서울,2022-02-18,10445745,내국인
서울,2022-03-21,10302453,내국인
서울,2022-05-08,10798,외국인
서울,2022-06-23,11143805,내국인
서울,2022-10-07,14600,외국인
서울,2022-11-21,11498787,내국인
서울,2020-07-22,10346843,내국인
서울,2020-07-27,10136072,내국인
서울,2020-08-10,4066,외국인
서울,2020-09-09,8890510,내국인
서울,2020-10-25,9493503,내국인
서울,2021-05-31,10593683,내국인
서울,2021-11-07,9861294,내국인
서울,2022-03-27,9373395,내국인
서울,2022-05-16,16802,외국인
서울,2022-08-06,21602,외국인
서울,2022-08-26,9719,외국인
서울,2022-11-20,10869536,내국인
서울,2022-11-30,12579,외국인
서울,2022-12-19,15863,외국인
서울,2022-12-25,10430683,내국인
서울,2023-01-05,11027150,내국인
서울,2023-03-28,17706,외국인
서울,2020-05-17,2764,외국인
서울,2020-06-04,9908131,내국인
서울,2020-08-01,6342,외국인
서울,2021-01-02,6816215,내국인
서울,2021-04-30,2893,외국인
서울,2021-05-14,11227332,내국인
서울,2021-05-26,10803441,내국인
서울,2021-06-02,10577587,내국인
서울,2021-07-13,9480384,내국인
서울,2021-10-08,5612,외국인
서울,2021-11-05,17275,외국인
서울,2022-07-04,22597,외국인
서울,2022-08-16,11214799,내국인
서울,2022-12-06,10633454,내국인
서울,2023-01-26,10906,외국인
서울,2020-05-24,2755,외국인
서울,2021-01-31,8096107,내국인
강원,2021-07-02,252,외국인
강원,2021-07-16,305,외국인
강원,2021-12-26,1663718,내국인
강원,2022-01-21,320,외국인
강원,2022-04-28,703,외국인
강원,2022-07-08,1878718,내국인
강원,2022-11-18,800,외국인
강원,2023-03-01,1734265,내국인
강원,2023-03-29,538,외국인
강원,2020-08-31,1500836,내국인
강원,2021-03-10,220,외국인
강원,2021-07-30,2062521,내국인
강원,2021-08-15,2407478,내국인
강원,2021-08-17,305,외국인
강원,2021-09-14,1714990,내국인
강원,2021-09-18,2112232,내국인
강원,2022-04-10,1833073,내국인
강원,2022-05-06,2262369,내국인
강원,2022-06-22,1549,외국인
강원,2022-09-28,1798161,내국인
강원,2022-10-04,1582163,내국인
강원,2023-02-07,1607082,내국인
강원,2023-02-22,1716016,내국인
강원,2023-02-26,2037818,내국인
강원,2023-04-28,1909,외국인
강원,2020-11-08,1849044,내국인
강원,2021-03-26,1675099,내국인
강원,2021-04-10,1976711,내국인
강원,2021-07-27,1768786,내국인
강원,2021-08-10,390,외국인
강원,2021-09-15,457,외국인
강원,2021-10-25,409,외국인
강원,2021-12-19,1656272,내국인
강원,2022-03-25,1674242,내국인
강원,2022-04-19,540,외국인
강원,2022-08-21,2199332,내국인
강원,2022-09-19,1684065,내국인
강원,2022-11-05,2080833,내국인
강원,2022-12-08,1584459,내국인
강원,2023-01-04,1569711,내국인
강원,2023-04-29,2120404,내국인
강원,2020-06-06,2044409,내국인
강원,2021-08-17,1800671,내국인
강원,2021-09-20,259,외국인
강원,2021-09-27,1710911,내국인
강원,2022-03-05,1595198,내국인
강원,2022-04-04,1497032,내국인
강원,2022-05-16,1733506,내국인
강원,2022-06-07,1698313,내국인
강원,2022-07-21,1221,외국인
강원,2022-07-28,1372,외국인
강원,2022-11-04,952,외국인
강원,2022-11-29,1648477,내국인
강원,2023-01-29,1791368,내국인
강원,2023-02-02,577,외국인
강원,2023-03-12,1709936,내국인
강원,2020-05-04,1670025,내국인
강원,2020-05-13,1445230,내국인
강원,2020-06-14,263,외국인
강원,2020-06-28,204,외국인
강원,2020-07-16,282,외국인
강원,2020-07-25,1958794,내국인
강원,2020-08-17,2187201,내국인
강원,2020-10-17,321,외국인
강원,2020-10-22,368,외국인
강원,2020-10-31,271,외국인
강원,2020-11-02,295,외국인
강원,2020-11-15,1814051,내국인
강원,2021-05-04,1668406,내국인
강원,2021-06-22,1684111,내국인
강원,2021-07-10,350,외국인
강원,2021-10-27,441,외국인
강원,2022-02-03,1519059,내국인
강원,2022-04-03,409,외국인
강원,2022-05-23,1215,외국인
강원,2022-06-19,1256,외국인
강원,2023-01-10,1647293,내국인
강원,2023-03-07,569,외국인
강원,2023-03-18,653,외국인
강원,2023-03-20,585,외국인
강원,2020-04-30,2029514,내국인
강원,2020-12-08,1441946,내국인
강원,2021-01-08,1261987,내국인
강원,2021-01-31,1548436,내국인
강원,2021-03-09,215,외국인
강원,2021-04-28,245,외국인
강원,2021-05-09,1874083,내국인
강원,2021-08-04,247,외국인
강원,2021-09-13,1705400,내국인
강원,2022-01-13,1510814,내국인
강원,2022-01-29,1888535,내국인
강원,2023-01-09,550,외국인
강원,2023-01-23,1023,외국인
강원,2023-04-09,1935869,내국인
강원,2020-07-02,295,외국인
강원,2020-07-21,310,외국인
강원,2020-09-16,334,외국인
강원,2020-10-20,331,외국인
강원,2020-11-20,275,외국인
강원,2021-02-12,2005059,내국인
강원,2021-03-13,1754480,내국인
강원,2021-06-24,240,외국인
강원,2021-11-29,1641318,내국인
강원,2022-04-23,608,외국인
강원,2022-06-17,1463,외국인
강원,2022-07-19,1896817,내국인
강원,2022-08-06,2421156,내국인
강원,2022-09-02,689,외국인
강원,2022-10-30,2138156,내국인
강원,2023-01-18,544,외국인
강원,2023-02-11,2012880,내국인
강원,2023-02-24,1875332,내국인
강원,2023-03-05,519,외국인
강원,2020-06-09,295,외국인
강원,2020-08-07,1815958,내국인
강원,2020-10-01,285,외국인
강원,2021-01-03,1259688,내국인
강원,2021-09-08,292,외국인
강원,2021-10-04,1833968,내국인
강원,2022-01-04,1462207,내국인
강원,2022-04-22,1813250,내국인
강원,2022-05-07,819,외국인
강원,2022-07-16,1318,외국인
강원,2022-10-26,1827364,내국인
강원,2022-11-14,1713927,내국인
강원,2023-01-13,558,외국인
강원,2020-06-19,182,외국인
강원,2020-07-31,272,외국인
강원,2020-09-13,1726149,내국인
강원,2020-11-20,1622745,내국인
강원,2021-01-17,1402006,내국인
강원,2021-02-07,1493911,내국인
강원,2021-02-08,1399436,내국인
강원,2021-02-19,190,외국인
강원,2021-09-28,1699772,내국인
강원,2021-10-06,1546572,내국인
강원,2021-12-18,395,외국인
강원,2022-03-26,289,외국인
서울,2021-02-24,10359720,내국인
서울,2021-03-09,3499,외국인
서울,2021-09-06,9977063,내국인
서울,2022-01-29,9639445,내국인
서울,2023-01-09,11328,외국인
서울,2023-01-23,9563,외국인
서울,2020-05-23,10689272,내국인
서울,2020-06-09,3249,외국인
서울,2020-07-19,8721337,내국인
서울,2020-12-08,4546,외국인
서울,2021-01-03,6096072,내국인
서울,2021-03-29,10497062,내국인
서울,2021-07-23,10065305,내국인
서울,2021-09-08,5249,외국인
서울,2021-10-04,8643350,내국인
서울,2021-10-15,10917630,내국인
서울,2021-10-16,5475,외국인
서울,2022-08-30,11294781,내국인
서울,2022-10-26,11923510,내국인
서울,2023-02-22,11901250,내국인
서울,2020-08-09,3800,외국인
서울,2020-08-16,4108,외국인
서울,2020-10-01,4987,외국인
서울,2021-01-08,2397,외국인
서울,2021-01-10,6432714,내국인
서울,2021-01-26,2342,외국인
서울,2021-03-19,11293516,내국인
서울,2021-06-27,3753,외국인
서울,2021-08-16,5901,외국인
서울,2021-09-16,11094571,내국인
서울,2021-09-30,5165,외국인
서울,2021-11-20,13023,외국인
서울,2022-04-07,10685701,내국인
서울,2022-05-12,11513677,내국인
서울,2022-06-21,11600213,내국인
서울,2022-07-16,27211,외국인
서울,2023-04-09,38628,외국인
서울,2023-04-16,10120447,내국인
서울,2020-07-05,8683945,내국인
서울,2020-10-16,4551,외국인
서울,2020-11-25,9794367,내국인
서울,2021-01-13,8676625,내국인
서울,2021-02-09,3549,외국인
서울,2021-04-29,2839,외국인
서울,2021-07-28,4105,외국인
서울,2021-10-22,6473,외국인
서울,2021-12-31,4830,외국인
서울,2022-01-15,3925,외국인
서울,2022-01-23,9180715,내국인
서울,2022-02-08,4191,외국인
서울,2022-02-21,9322,외국인
서울,2022-06-30,11026518,내국인
서울,2022-08-08,7475,외국인
서울,2022-09-24,13094,외국인
서울,2022-12-04,12396,외국인
서울,2022-12-26,11081892,내국인
서울,2023-01-31,10202,외국인
서울,2023-04-20,11252292,내국인
서울,2020-04-29,11227612,내국인
서울,2020-05-29,11131798,내국인
서울,2020-06-08,3059,외국인
서울,2020-06-25,4606,외국인
서울,2020-06-29,10073906,내국인
서울,2020-11-30,4462,외국인
서울,2021-01-04,8010941,내국인
서울,2021-01-16,8437883,내국인
서울,2021-02-04,8946180,내국인
서울,2021-05-20,3151,외국인
서울,2021-07-15,9501594,내국인
서울,2021-07-22,4321,외국인
서울,2021-09-05,5103,외국인
서울,2022-07-19,11555465,내국인
서울,2022-11-14,13142,외국인
서울,2022-12-16,11882902,내국인
서울,2023-03-15,16554,외국인
서울,2023-03-25,17389,외국인
서울,2023-04-17,10776119,내국인
서울,2020-06-19,10848258,내국인
서울,2020-09-27,8647879,내국인
서울,2021-04-12,2909,외국인
서울,2021-05-05,9627102,내국인
서울,2021-05-16,8224336,내국인
서울,2021-07-17,9200482,내국인
서울,2021-08-10,9855748,내국인
서울,2022-08-03,20975,외국인
서울,2022-08-07,20813,외국인
서울,2022-08-09,7224,외국인
서울,2022-08-10,8156,외국인
서울,2022-09-26,11958238,내국인
서울,2022-10-12,11614873,내국인
서울,2022-12-09,11922527,내국인
서울,2023-02-07,10324,외국인
서울,2020-09-18,5848,외국인
서울,2020-10-23,4625,외국인
서울,2020-10-28,4518,외국인
서울,2020-11-10,10327334,내국인
서울,2021-02-06,9211724,내국인
서울,2021-04-03,9166285,내국인
서울,2021-06-09,3425,외국인
서울,2021-07-25,7934494,내국인
서울,2021-10-05,10057897,내국인
서울,2021-10-06,9972486,내국인
서울,2021-10-09,10156530,내국인
서울,2021-12-28,10212880,내국인
서울,2023-03-06,11254067,내국인
서울,2023-04-02,10764516,내국인
서울,2020-05-02,2365,외국인
서울,2020-10-02,7442601,내국인
서울,2020-11-03,9890419,내국인
서울,2020-12-17,8368978,내국인
서울,2020-12-29,8554481,내국인
서울,2021-01-09,2236,외국인
서울,2021-05-10,9875897,내국인
서울,2022-03-12,4892,외국인
서울,2022-05-15,10812229,내국인
서울,2022-06-10,11862573,내국인
서울,2022-07-05,23049,외국인
서울,2022-08-11,10974861,내국인
서울,2022-09-17,12327190,내국인
서울,2022-10-06,13497,외국인
서울,2023-01-11,10492,외국인
서울,2023-03-30,12448347,내국인
서울,2023-04-03,38306,외국인
서울,2020-08-21,9615936,내국인
서울,2020-09-02,7959972,내국인
서울,2020-09-04,5051,외국인
서울,2020-09-22,5696,외국인
서울,2020-12-02,8669594,내국인
서울,2020-12-20,3975,외국인
서울,2021-08-31,10080778,내국인
서울,2021-10-17,5469,외국인
서울,2021-10-19,5917,외국인
서울,2021-11-26,9353,외국인
서울,2021-12-26,8530951,내국인
서울,2022-03-24,10679720,내국인
서울,2022-04-11,10842701,내국인
서울,2022-04-21,8883,외국인
서울,2022-05-22,18339,외국인
강원,2022-06-17,1923154,내국인
강원,2022-09-03,2057622,내국인
강원,2022-09-27,1792201,내국인
강원,2023-01-02,985,외국인
강원,2023-01-17,1607725,내국인
강원,2023-02-19,476,외국인
강원,2023-04-23,1690,외국인
강원,2020-06-05,238,외국인
강원,2020-06-29,1659555,내국인
강원,2020-08-03,352,외국인
강원,2021-04-12,233,외국인
강원,2021-05-05,1781085,내국인
강원,2021-07-17,2151671,내국인
강원,2021-08-21,412,외국인
강원,2022-01-24,290,외국인
강원,2022-04-19,1625161,내국인
강원,2022-08-03,1255,외국인
강원,2022-08-09,572,외국인
강원,2022-08-10,565,외국인
강원,2022-09-26,1800317,내국인
강원,2022-10-12,1772625,내국인
강원,2022-12-09,1713043,내국인
강원,2020-07-29,240,외국인
강원,2020-09-02,410,외국인
강원,2020-09-18,313,외국인
강원,2020-10-16,1757159,내국인
강원,2020-10-23,372,외국인
강원,2020-10-28,297,외국인
강원,2021-02-06,1595024,내국인
강원,2021-04-03,1619132,내국인
강원,2021-05-20,1642833,내국인
강원,2021-10-05,1601137,내국인
강원,2022-03-24,338,외국인
강원,2022-04-05,455,외국인
강원,2022-05-15,1076,외국인
강원,2022-05-20,1333,외국인
강원,2022-06-12,2060452,내국인
강원,2022-11-11,1021,외국인
강원,2023-03-06,1692300,내국인
강원,2020-06-01,255,외국인
강원,2020-06-07,322,외국인
강원,2020-12-22,258,외국인
강원,2021-01-03,223,외국인
강원,2021-01-17,225,외국인
강원,2021-08-25,1704947,내국인
강원,2021-09-28,318,외국인
강원,2021-10-23,406,외국인
강원,2021-12-21,443,외국인
강원,2022-01-04,267,외국인
강원,2022-03-23,367,외국인
강원,2022-09-13,765,외국인
강원,2022-10-13,1790954,내국인
강원,2023-01-28,1867249,내국인
강원,2020-05-27,289,외국인
강원,2020-10-28,1656028,내국인
강원,2021-01-07,244,외국인
강원,2021-02-15,255,외국인
강원,2021-04-26,1625650,내국인
강원,2021-09-26,284,외국인
강원,2021-11-15,407,외국인
강원,2021-11-17,1639224,내국인
강원,2022-01-10,1556052,내국인
강원,2022-03-27,359,외국인
강원,2022-04-13,1454071,내국인
강원,2022-06-29,1532,외국인
강원,2022-07-24,2239053,내국인
강원,2022-10-10,1237,외국인
강원,2023-02-26,544,외국인
강원,2023-03-31,672,외국인
강원,2020-06-27,239,외국인
강원,2020-09-15,416,외국인
강원,2020-09-30,332,외국인
강원,2021-01-25,157,외국인
강원,2021-02-20,1745406,내국인
강원,2021-02-22,1542265,내국인
강원,2021-03-12,1556814,내국인
강원,2021-05-26,184,외국인
강원,2021-06-11,197,외국인
강원,2021-06-28,292,외국인
강원,2021-08-27,1848420,내국인
강원,2021-11-25,434,외국인
강원,2022-03-23,1561482,내국인
강원,2022-03-31,1581660,내국인
강원,2022-05-17,1238,외국인
강원,2022-05-25,1299,외국인
강원,2022-09-08,800,외국인
강원,2022-10-24,1798664,내국인
강원,2023-01-18,1627011,내국인
강원,2023-02-13,463,외국인
강원,2023-03-25,2042565,내국인
강원,2023-03-26,1935904,내국인
강원,2023-04-01,1144,외국인
강원,2023-04-18,1293,외국인
강원,2020-05-06,1420361,내국인
강원,2020-10-11,295,외국인
강원,2021-02-26,242,외국인
강원,2021-03-02,1331415,내국인
강원,2021-04-20,1578332,내국인
강원,2021-05-28,1674390,내국인
강원,2021-06-01,193,외국인
강원,2021-07-02,1860048,내국인
강원,2021-07-16,1910632,내국인
강원,2021-07-21,495,외국인
강원,2021-10-29,378,외국인
강원,2021-11-09,544,외국인
강원,2022-01-21,1648218,내국인
강원,2022-03-08,1493844,내국인
강원,2022-04-21,1676406,내국인
강원,2022-04-28,1710398,내국인
강원,2022-05-28,1283,외국인
강원,2022-11-18,1886931,내국인
강원,2022-11-25,1838129,내국인
강원,2023-01-22,2418465,내국인
강원,2023-04-25,1637397,내국인
강원,2021-01-04,203,외국인
강원,2021-01-16,240,외국인
강원,2021-01-23,1554720,내국인
강원,2021-05-27,1584116,내국인
강원,2021-06-02,186,외국인
강원,2021-09-22,1925362,내국인
강원,2021-09-29,1606624,내국인
강원,2021-12-01,1488593,내국인
강원,2021-12-05,1782707,내국인
강원,2022-01-23,320,외국인
강원,2022-02-13,1654091,내국인
강원,2022-02-16,305,외국인
강원,2022-04-04,467,외국인
강원,2022-05-19,1176,외국인
강원,2022-06-07,1362,외국인
강원,2022-11-29,704,외국인
강원,2022-12-24,1871341,내국인
강원,2023-04-15,1953785,내국인
강원,2020-10-30,250,외국인
강원,2020-11-18,243,외국인
강원,2021-09-25,356,외국인
강원,2021-10-20,1730664,내국인
강원,2021-11-24,384,외국인
강원,2021-12-22,459,외국인
서울,2022-07-14,27433,외국인
서울,2022-09-15,11990350,내국인
서울,2022-10-27,12012078,내국인
서울,2022-12-18,10205484,내국인
서울,2023-03-14,11797523,내국인
서울,2020-07-01,5391,외국인
서울,2020-07-12,3720,외국인
서울,2020-11-16,3779,외국인
서울,2020-12-06,4318,외국인
서울,2021-01-12,2372,외국인
서울,2021-04-14,9832580,내국인
서울,2021-06-21,4058,외국인
서울,2021-07-05,10153828,내국인
서울,2021-07-29,4125,외국인
서울,2021-08-03,9312697,내국인
서울,2021-11-14,9730511,내국인
서울,2021-12-07,6720,외국인
서울,2022-01-25,3728,외국인
서울,2022-02-03,9271440,내국인
서울,2022-02-09,4599,외국인
서울,2022-03-22,10588241,내국인
서울,2022-04-12,8004,외국인
서울,2022-09-06,10887,외국인
서울,2020-07-19,4261,외국인
서울,2020-09-05,8205196,내국인
서울,2021-06-17,10951063,내국인
서울,2021-07-06,4243,외국인
서울,2021-07-23,4369,외국인
서울,2021-09-07,9629350,내국인
서울,2021-09-16,5580,외국인
서울,2021-10-15,5865,외국인
서울,2021-10-31,9904787,내국인
서울,2022-02-15,9866518,내국인
서울,2022-03-04,10471515,내국인
서울,2022-03-16,5196,외국인
서울,2022-04-17,10305589,내국인
서울,2022-05-31,17238,외국인
서울,2022-10-02,11078,외국인
서울,2023-03-18,12305194,내국인
서울,2023-04-05,34742,외국인
서울,2020-04-30,2557,외국인
서울,2020-05-19,3099,외국인
서울,2020-08-14,4391,외국인
서울,2020-12-11,4341,외국인
서울,2020-12-21,4262,외국인
서울,2021-06-26,10869763,내국인
서울,2021-11-22,10522218,내국인
서울,2021-12-27,9835462,내국인
서울,2022-01-12,10106235,내국인
서울,2022-02-28,7196,외국인
서울,2022-04-24,10141680,내국인
서울,2022-05-09,10947369,내국인
서울,2022-06-04,19100,외국인
서울,2022-06-23,23705,외국인
서울,2022-07-14,11718422,내국인
서울,2022-09-16,11332,외국인
서울,2022-10-22,16420,외국인
서울,2022-12-10,11991516,내국인
서울,2023-01-01,17696,외국인
서울,2020-09-06,6793235,내국인
서울,2020-12-15,4389,외국인
서울,2021-03-26,11496210,내국인
서울,2021-04-19,9760243,내국인
서울,2021-05-03,2778,외국인
서울,2021-05-16,2810,외국인
서울,2021-08-10,6242,외국인
서울,2022-03-25,11125511,내국인
서울,2022-09-29,12414972,내국인
서울,2022-12-08,11316775,내국인
서울,2023-04-25,32772,외국인
서울,2023-04-29,11323930,내국인
서울,2020-06-24,4208,외국인
서울,2020-08-11,4190,외국인
서울,2020-08-22,8330133,내국인
서울,2020-08-31,4933,외국인
서울,2020-09-09,5038,외국인
서울,2020-09-30,8500415,내국인
서울,2020-10-04,7750447,내국인
서울,2020-10-25,4230,외국인
서울,2020-11-24,9668623,내국인
서울,2021-01-25,9665439,내국인
서울,2021-04-16,10113487,내국인
서울,2021-07-01,3923,외국인
서울,2021-08-09,6112,외국인
서울,2021-08-18,6095,외국인
서울,2021-09-18,5231,외국인
서울,2021-09-25,4808,외국인
서울,2021-11-12,11271214,내국인
서울,2022-02-23,10002980,내국인
서울,2022-10-04,12423,외국인
서울,2022-11-20,13651,외국인
서울,2022-12-05,12181,외국인
서울,2022-12-24,18462,외국인
서울,2023-01-05,13146,외국인
서울,2020-06-16,10145894,내국인
서울,2020-08-18,9726891,내국인
서울,2020-08-24,9139085,내국인
서울,2020-09-10,9277240,내국인
서울,2020-09-22,10560528,내국인
서울,2020-10-18,9236135,내국인
서울,2020-11-14,10783966,내국인
서울,2021-03-21,3492,외국인
서울,2021-05-10,2930,외국인
서울,2021-08-11,6101,외국인
서울,2021-09-04,10189724,내국인
서울,2021-11-03,10569250,내국인
서울,2021-12-11,10547202,내국인
서울,2022-01-09,4055,외국인
서울,2022-06-10,23489,외국인
서울,2022-10-08,15264,외국인
서울,2022-10-25,11725812,내국인
서울,2023-02-08,11362905,내국인
서울,2023-02-28,12554487,내국인
서울,2023-04-29,43290,외국인
서울,2020-07-20,10038342,내국인
서울,2021-03-27,3765,외국인
서울,2021-06-26,3911,외국인
서울,2021-07-08,10079524,내국인
서울,2021-07-31,4177,외국인
서울,2021-08-12,9834326,내국인
서울,2021-10-07,10213146,내국인
서울,2022-01-12,4129,외국인
서울,2022-02-22,9343,외국인
서울,2022-03-19,9687860,내국인
서울,2022-07-12,11496928,내국인
서울,2022-07-29,12119173,내국인
서울,2022-12-11,14241,외국인
서울,2023-03-02,11486,외국인
서울,2023-04-07,11628760,내국인
서울,2020-05-03,2332,외국인
서울,2020-05-18,9576634,내국인
서울,2020-05-22,3328,외국인
서울,2020-06-20,10239162,내국인
서울,2020-09-26,5787,외국인
서울,2020-12-06,7416533,내국인
서울,2021-01-12,8562362,내국인
서울,2021-01-15,2492,외국인
서울,2021-04-16,2982,외국인
강원,2022-02-25,325,외국인
강원,2022-07-02,1478,외국인
강원,2022-07-22,2085886,내국인
강원,2022-07-31,1322,외국인
강원,2022-08-15,495,외국인
강원,2022-08-19,509,외국인
강원,2020-06-05,1663422,내국인
강원,2020-08-12,316,외국인
강원,2020-10-30,1799120,내국인
강원,2021-02-13,277,외국인
강원,2021-06-23,1700539,내국인
강원,2021-07-12,366,외국인
강원,2021-09-25,1890467,내국인
강원,2021-10-18,1753404,내국인
강원,2021-11-29,317,외국인
강원,2022-01-24,1579371,내국인
강원,2022-04-02,1812112,내국인
강원,2022-04-24,590,외국인
강원,2022-09-05,1485984,내국인
강원,2022-12-06,770,외국인
강원,2023-02-24,575,외국인
강원,2020-05-29,250,외국인
강원,2020-06-24,1498009,내국인
강원,2020-08-01,2377656,내국인
강원,2020-10-25,2027383,내국인
강원,2020-11-26,1501465,내국인
강원,2021-01-26,1408986,내국인
강원,2021-05-05,228,외국인
강원,2021-08-06,324,외국인
강원,2021-08-09,1810697,내국인
강원,2021-08-18,1747072,내국인
강원,2021-08-28,2104351,내국인
강원,2021-09-11,2046217,내국인
강원,2021-09-30,1718513,내국인
강원,2021-12-09,388,외국인
강원,2022-01-28,1653146,내국인
강원,2022-03-28,450,외국인
강원,2022-04-01,1567553,내국인
강원,2022-05-02,852,외국인
강원,2022-05-03,855,외국인
강원,2022-06-09,1698454,내국인
강원,2022-07-04,1727402,내국인
강원,2022-11-20,1953210,내국인
강원,2022-11-30,786,외국인
강원,2022-12-03,1781637,내국인
강원,2023-01-16,1565617,내국인
강원,2023-01-29,577,외국인
강원,2023-03-12,643,외국인
강원,2020-06-02,261,외국인
강원,2020-06-10,1515994,내국인
강원,2020-07-02,1597097,내국인
강원,2020-09-29,1750861,내국인
