area_name,city_name,facility_type,facility_count
충남,공주시,쇼핑,8
충남,공주시,음식점,83
충남,공주시,문화시설,14
충남,공주시,레포츠,25
충남,금산군,음식점,17
충남,금산군,쇼핑,3
충남,금산군,문화시설,5
충남,금산군,레포츠,12
충남,금산군,관광지,46
충남,논산시,음식점,30
충남,논산시,쇼핑,6
충남,논산시,숙박,2
충남,논산시,여행코스,2
충남,논산시,관광지,55
충남,논산시,문화시설,3
충남,논산시,레포츠,13
충남,당진시,관광지,47
충남,당진시,문화시설,6
충남,당진시,레포츠,17
충남,당진시,숙박,4
충남,당진시,음식점,24
충남,당진시,쇼핑,9
충남,보령시,여행코스,2
충남,보령시,숙박,20
충남,보령시,관광지,90
충남,보령시,쇼핑,5
충남,보령시,음식점,28
충남,보령시,문화시설,2
충남,보령시,레포츠,23
충남,부여군,음식점,43
충남,부여군,쇼핑,57
충남,부여군,레포츠,21
충남,부여군,여행코스,5
충남,부여군,문화시설,4
충남,부여군,숙박,5
충남,부여군,관광지,76
충남,서산시,문화시설,6
충남,서산시,레포츠,18
충남,서산시,숙박,6
충남,서산시,음식점,35
충남,서산시,쇼핑,6
충남,서산시,여행코스,4
충남,서산시,관광지,65
충남,서천군,여행코스,5
충남,서천군,관광지,56
충남,서천군,음식점,28
충남,서천군,문화시설,4
충남,서천군,레포츠,17
충남,서천군,숙박,9
충남,서천군,쇼핑,5
충남,아산시,음식점,79
충남,아산시,숙박,14
충남,아산시,관광지,62
충남,아산시,여행코스,4
충남,아산시,문화시설,9
충남,아산시,레포츠,28
충남,아산시,쇼핑,16
충남,예산군,여행코스,3
충남,예산군,숙박,2
충남,예산군,문화시설,6
충남,예산군,레포츠,12
충남,예산군,관광지,43
충남,예산군,쇼핑,6
충남,예산군,음식점,36
충남,천안시,여행코스,1
충남,천안시,관광지,52
충남,천안시,문화시설,10
충남,천안시,레포츠,22
충남,천안시,쇼핑,47
충남,천안시,음식점,171
충남,천안시,숙박,15
충남,청양군,레포츠,8
충남,청양군,숙박,1
충남,청양군,관광지,34
충남,청양군,음식점,11
충남,청양군,여행코스,1
충남,청양군,쇼핑,3
충남,청양군,문화시설,3
충남,태안군,숙박,124
충남,태안군,관광지,109
충남,태안군,여행코스,2
충남,태안군,음식점,65
충남,태안군,문화시설,8
충남,태안군,레포츠,72
충남,태안군,쇼핑,7
충남,홍성군,관광지,41
충남,홍성군,음식점,25
충남,홍성군,레포츠,8
충남,홍성군,쇼핑,6
충남,홍성군,숙박,3
충남,홍성군,문화시설,6
충북,괴산군,쇼핑,4
충북,괴산군,숙박,2
충북,괴산군,관광지,110
충북,괴산군,여행코스,3
충북,괴산군,음식점,21
충북,괴산군,레포츠,36
충북,괴산군,문화시설,4
충북,단양군,관광지,69
충북,단양군,음식점,35
충북,단양군,쇼핑,4
충북,단양군,문화시설,4
충북,단양군,여행코스,3
충북,단양군,레포츠,32
충북,단양군,숙박,4
충북,보은군,문화시설,4
충북,보은군,레포츠,17
충북,보은군,쇼핑,3
충북,보은군,숙박,5
충북,보은군,관광지,38
충북,보은군,음식점,25
충북,영동군,문화시설,4
충북,영동군,레포츠,13
충북,영동군,관광지,49
충북,영동군,여행코스,2
충북,영동군,쇼핑,4
충북,영동군,음식점,13
충북,옥천군,문화시설,3
충북,옥천군,레포츠,8
충북,옥천군,쇼핑,1
충북,옥천군,숙박,2
충북,옥천군,관광지,44
충북,옥천군,여행코스,1
충북,옥천군,음식점,31
충북,음성군,관광지,42
충북,음성군,음식점,18
충북,음성군,레포츠,13
충북,음성군,문화시설,7
충북,음성군,쇼핑,5
충북,음성군,숙박,1
충북,제천시,여행코스,3
충북,제천시,숙박,16
충북,제천시,레포츠,61
충북,제천시,관광지,97
충북,제천시,음식점,72
충북,제천시,쇼핑,6
충북,제천시,문화시설,14
충북,증평군,문화시설,3
충북,증평군,레포츠,4
충북,증평군,쇼핑,2
충북,증평군,관광지,20
충북,증평군,음식점,11
충북,증평군,숙박,1
충북,진천군,관광지,44
충북,진천군,문화시설,6
충북,진천군,레포츠,15
충북,진천군,쇼핑,4
충북,진천군,음식점,24
충북,진천군,여행코스,2
충북,청주시,숙박,15
충북,청주시,관광지,88
충북,청주시,여행코스,2
충북,청주시,레포츠,23
충북,청주시,문화시설,23
충북,청주시,쇼핑,76
충북,청주시,음식점,189
충북,충주시,쇼핑,16
충북,충주시,여행코스,4
충북,충주시,숙박,18
충북,충주시,관광지,128
충북,충주시,음식점,65
충북,충주시,레포츠,50
충북,충주시,문화시설,20
